Year,State,State.ANSI,temp3,temp4,temp23,temp43,temp44,temp45,Value,chem_name,chem_column,harm_level
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE, FUNGICIDE: (TRIFLUMIZOLE = 128879),NA,NA,0.461,TRIFLUMIZOLE,128879,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE, HERBICIDE: (FLUMIOXAZIN = 129034),NA,NA,0.099,FLUMIOXAZIN,129034,III
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE, HERBICIDE: (OXYFLUORFEN = 111601),NA,NA,0.388,OXYFLUORFEN,111601,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, HERBICIDE, HERBICIDE: (PENDIMETHALIN = 108501),NA,NA,1.357,PENDIMETHALIN,108501,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (ABAMECTIN = 122804),NA,NA,0.025,ABAMECTIN,122804,Ib
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (ACEQUINOCYL = 6329),NA,NA,0.453,ACEQUINOCYL,6329,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (ACETAMIPRID = 99050),NA,NA,0.184,ACETAMIPRID,99050,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (AZADIRACHTIN = 121701),NA,NA,0.048,AZADIRACHTIN,121701,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (BIFENAZATE = 586),NA,NA,0.872,BIFENAZATE,586,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (BIFENTHRIN = 128825),NA,NA,0.191,BIFENTHRIN,128825,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (CHLORANTRANILIPROLE = 90100),NA,NA,0.107,CHLORANTRANILIPROLE,90100,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (CYANTRANILIPROLE = 90098),NA,NA,0.145,CYANTRANILIPROLE,90098,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (CYFLUMETOFEN = 138831),NA,NA,0.283,CYFLUMETOFEN,138831,III
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (FENPROPATHRIN = 127901),NA,NA,0.251,FENPROPATHRIN,127901,O
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (FENPYROXIMATE = 129131),NA,NA,0.121,FENPYROXIMATE,129131,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (FLONICAMID = 128016),NA,NA,0.16,FLONICAMID,128016,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (FLUPYRADIFURONE = 122304),NA,NA,0.245,FLUPYRADIFURONE,122304,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (HEXYTHIAZOX = 128849),NA,NA,0.253,HEXYTHIAZOX,128849,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (IMIDACLOPRID = 129099),NA,NA,0.602,IMIDACLOPRID,129099,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (MALATHION = 57701),NA,NA,2.443,MALATHION,57701,III
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (METHOXYFENOZIDE = 121027),NA,NA,0.219,METHOXYFENOZIDE,121027,U
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (NALED = 34401),NA,NA,1.076,NALED,34401,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (NEEM OIL = 25006),NA,NA,1.159,NEEM OIL,25006,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007),NA,2.57,NA,NA,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,0.168,NOVALURON,124002,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (PYRETHRINS = 69001),NA,NA,0.067,PYRETHRINS,69001,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,0.117,SPINETORAM,110007,O
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (SPINOSAD = 110003),NA,NA,0.126,SPINOSAD,110003,III
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (SPIROMESIFEN = 24875),NA,NA,0.274,SPIROMESIFEN,24875,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (THIAMETHOXAM = 60109),NA,NA,0.088,THIAMETHOXAM,60109,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (CHLOROPICRIN = 81501),NA,NA,221.399,CHLOROPICRIN,81501,FM
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (DICHLOROPROPENE = 29001),NA,NA,77.467,DICHLOROPROPENE,29001,FM
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (FLUTRIAFOL = 128940),NA,NA,0.186,FLUTRIAFOL,128940,II
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (HYDROGEN PEROXIDE = 595),NA,NA,4.631,HYDROGEN PEROXIDE,595,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (METAM-POTASSIUM = 39002),NA,NA,281.989,METAM-POTASSIUM,39002,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (PEROXYACETIC ACID = 63201),NA,NA,0.958,PEROXYACETIC ACID,63201,
2021,CALIFORNIA,6, MEASURED IN LB / ACRE / YEAR, AVG, OTHER, OTHER: (REYNOUTRIA SACHALINE = 55809),NA,NA,0.266,REYNOUTRIA SACHALINE,55809,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (AZOXYSTROBIN = 128810),NA,NA,1.1,AZOXYSTROBIN,128810,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),NA,NA,1.6,BACILLUS AMYLOLIQUEFACIENS STRAIN D747,16482,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (BACILLUS SUBTILIS = 6479),NA,NA,1.3,BACILLUS SUBTILIS,6479,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (BORAX DECAHYDRATE = 11102),NA,NA,1.3,BORAX DECAHYDRATE,11102,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (BOSCALID = 128008),NA,NA,1.4,BOSCALID,128008,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,8.6,CAPTAN,81301,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (CYFLUFENAMID = 555550),NA,NA,1.3,CYFLUFENAMID,555550,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,1.8,CYPRODINIL,288202,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (FENHEXAMID = 90209),NA,NA,1.6,FENHEXAMID,90209,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,1.8,FLUDIOXONIL,71503,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (FLUOPYRAM = 80302),NA,NA,2,FLUOPYRAM,80302,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (FLUXAPYROXAD = 138009),NA,NA,1.2,FLUXAPYROXAD,138009,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (MEFENOXAM = 113502),NA,NA,1.2,MEFENOXAM,113502,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (MYCLOBUTANIL = 128857),NA,NA,2.3,MYCLOBUTANIL,128857,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (PENTHIOPYRAD = 90112),NA,NA,1.3,PENTHIOPYRAD,90112,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000),NA,NA,1.9,POLYOXIN D ZINC SALT,230000,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (POTASSIUM BICARBON. = 73508),NA,NA,5,POTASSIUM BICARBON.,73508,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (PROPICONAZOLE = 122101),NA,NA,1.2,PROPICONAZOLE,122101,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (PYRACLOSTROBIN = 99100),NA,NA,1.3,PYRACLOSTROBIN,99100,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (PYRIMETHANIL = 288201),NA,NA,1.4,PYRIMETHANIL,288201,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (QUINOLINE = 55459),NA,NA,1.4,QUINOLINE,55459,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (SULFUR = 77501),NA,NA,4.6,SULFUR,77501,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (TETRACONAZOLE = 120603),NA,NA,1.5,TETRACONAZOLE,120603,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (THIOPHANATE-METHYL = 102001),NA,NA,1.2,THIOPHANATE-METHYL,102001,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (THIRAM = 79801),NA,NA,2.3,THIRAM,79801,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (TRIFLOXYSTROBIN = 129112),NA,NA,2,TRIFLOXYSTROBIN,129112,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (TRIFLUMIZOLE = 128879),NA,NA,1.8,TRIFLUMIZOLE,128879,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, HERBICIDE, HERBICIDE: (FLUMIOXAZIN = 129034),NA,NA,1.2,FLUMIOXAZIN,129034,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, HERBICIDE, HERBICIDE: (OXYFLUORFEN = 111601),NA,NA,1.3,OXYFLUORFEN,111601,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, HERBICIDE, HERBICIDE: (PENDIMETHALIN = 108501),NA,NA,1,PENDIMETHALIN,108501,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (ABAMECTIN = 122804),NA,NA,1.4,ABAMECTIN,122804,Ib
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (ACEQUINOCYL = 6329),NA,NA,1.5,ACEQUINOCYL,6329,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (ACETAMIPRID = 99050),NA,NA,1.3,ACETAMIPRID,99050,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (AZADIRACHTIN = 121701),NA,NA,1.6,AZADIRACHTIN,121701,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (BIFENAZATE = 586),NA,NA,1.7,BIFENAZATE,586,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (BIFENTHRIN = 128825),NA,NA,1.6,BIFENTHRIN,128825,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523),NA,NA,1.5,BT KURSTAK ABTS-1857,6523,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522),NA,NA,2,BT KURSTAKI ABTS-351,6522,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (BT KURSTAKI SA-11 = 6519),NA,NA,1.7,BT KURSTAKI SA-11,6519,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (CHLORANTRANILIPROLE = 90100),NA,NA,1.6,CHLORANTRANILIPROLE,90100,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),NA,NA,1.9,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA,16329,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (CYANTRANILIPROLE = 90098),NA,NA,1.3,CYANTRANILIPROLE,90098,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (CYFLUMETOFEN = 138831),NA,NA,1.6,CYFLUMETOFEN,138831,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (FENPROPATHRIN = 127901),NA,NA,1.1,FENPROPATHRIN,127901,O
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (FENPYROXIMATE = 129131),NA,NA,1.1,FENPYROXIMATE,129131,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (FLONICAMID = 128016),NA,NA,1.8,FLONICAMID,128016,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (FLUPYRADIFURONE = 122304),NA,NA,1.4,FLUPYRADIFURONE,122304,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (HEXYTHIAZOX = 128849),NA,NA,1.2,HEXYTHIAZOX,128849,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (IMIDACLOPRID = 129099),NA,NA,1.2,IMIDACLOPRID,129099,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (MALATHION = 57701),NA,NA,1.2,MALATHION,57701,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (METHOXYFENOZIDE = 121027),NA,NA,1.3,METHOXYFENOZIDE,121027,U
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (NALED = 34401),NA,NA,1.2,NALED,34401,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (NEEM OIL = 25006),NA,NA,1.5,NEEM OIL,25006,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007),NA,1.2,NA,NA,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,2.2,NOVALURON,124002,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (PYRETHRINS = 69001),NA,NA,1.6,PYRETHRINS,69001,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,1.5,SPINETORAM,110007,O
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (SPINOSAD = 110003),NA,NA,1.3,SPINOSAD,110003,III
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (SPIROMESIFEN = 24875),NA,NA,1.1,SPIROMESIFEN,24875,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (THIAMETHOXAM = 60109),NA,NA,1.4,THIAMETHOXAM,60109,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (CHLOROPICRIN = 81501),NA,NA,1.1,CHLOROPICRIN,81501,FM
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (DICHLOROPROPENE = 29001),NA,NA,1.1,DICHLOROPROPENE,29001,FM
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (FLUTRIAFOL = 128940),NA,NA,1.6,FLUTRIAFOL,128940,II
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (HYDROGEN PEROXIDE = 595),NA,NA,2,HYDROGEN PEROXIDE,595,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (METAM-POTASSIUM = 39002),NA,NA,1.2,METAM-POTASSIUM,39002,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (PEROXYACETIC ACID = 63201),NA,NA,2,PEROXYACETIC ACID,63201,
2021,CALIFORNIA,6, MEASURED IN NUMBER, AVG, OTHER, OTHER: (REYNOUTRIA SACHALINE = 55809),NA,NA,1.3,REYNOUTRIA SACHALINE,55809,
2021,FLORIDA,12, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,"135,100",CAPTAN,81301,U
2021,FLORIDA,12, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,"5,500",CYPRODINIL,288202,
2021,FLORIDA,12, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,"4,500",FLUDIOXONIL,71503,U
2021,FLORIDA,12, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (THIRAM = 79801),NA,NA,"142,400",THIRAM,79801,II
2021,FLORIDA,12, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (TOTAL),NA,NA,"303,200",NA,NA,
2021,FLORIDA,12, MEASURED IN LB,NA, HERBICIDE, HERBICIDE: (TOTAL),NA,NA,"2,600",NA,NA,
2021,FLORIDA,12, MEASURED IN LB,NA, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,"1,100",NOVALURON,124002,
2021,FLORIDA,12, MEASURED IN LB,NA, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,700,SPINETORAM,110007,O
2021,FLORIDA,12, MEASURED IN LB,NA, INSECTICIDE, INSECTICIDE: (TOTAL),NA,NA,"6,200",NA,NA,
2021,FLORIDA,12, MEASURED IN LB,NA, OTHER, OTHER: (TOTAL),NA,NA,"8,600",NA,NA,
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,2.025,CAPTAN,81301,U
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,0.294,CYPRODINIL,288202,
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,0.189,FLUDIOXONIL,71503,U
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, FUNGICIDE, FUNGICIDE: (THIRAM = 79801),NA,NA,2.38,THIRAM,79801,II
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE, INSECTICIDE: (ABAMECTIN = 122804),NA,NA,0.017,ABAMECTIN,122804,Ib
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,0.072,NOVALURON,124002,
2021,FLORIDA,12, MEASURED IN LB / ACRE / APPLICATION, AVG, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,0.069,SPINETORAM,110007,O
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,21.339,CAPTAN,81301,U
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,0.816,CYPRODINIL,288202,
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,0.652,FLUDIOXONIL,71503,U
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, FUNGICIDE, FUNGICIDE: (THIRAM = 79801),NA,NA,22.509,THIRAM,79801,II
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (ABAMECTIN = 122804),NA,NA,0.037,ABAMECTIN,122804,Ib
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,0.187,NOVALURON,124002,
2021,FLORIDA,12, MEASURED IN LB / ACRE / YEAR, AVG, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,0.124,SPINETORAM,110007,O
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,10.5,CAPTAN,81301,U
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,2.8,CYPRODINIL,288202,
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,3.4,FLUDIOXONIL,71503,U
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, FUNGICIDE, FUNGICIDE: (THIRAM = 79801),NA,NA,9.5,THIRAM,79801,II
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (ABAMECTIN = 122804),NA,NA,2.1,ABAMECTIN,122804,Ib
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (NOVALURON = 124002),NA,NA,2.6,NOVALURON,124002,
2021,FLORIDA,12, MEASURED IN NUMBER, AVG, INSECTICIDE, INSECTICIDE: (SPINETORAM = 110007),NA,NA,1.8,SPINETORAM,110007,O
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (AZOXYSTROBIN = 128810),NA,NA,"5,500",AZOXYSTROBIN,128810,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (BLAD = 30006),NA,NA,"1,200",BLAD,30006,Ib
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (BORAX DECAHYDRATE = 11102),NA,NA,300,BORAX DECAHYDRATE,11102,III
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (BOSCALID = 128008),NA,NA,"6,200",BOSCALID,128008,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (CAPTAN = 81301),NA,NA,"283,500",CAPTAN,81301,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (CYFLUFENAMID = 555550),NA,NA,400,CYFLUFENAMID,555550,
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (CYPRODINIL = 288202),NA,NA,"16,600",CYPRODINIL,288202,
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (DIFENOCONAZOLE = 128847),NA,NA,900,DIFENOCONAZOLE,128847,II
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FENHEXAMID = 90209),NA,NA,"15,000",FENHEXAMID,90209,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FLUDIOXONIL = 71503),NA,NA,"11,100",FLUDIOXONIL,71503,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FLUOPYRAM = 80302),NA,NA,"3,900",FLUOPYRAM,80302,III
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FLUXAPYROXAD = 138009),NA,NA,"3,900",FLUXAPYROXAD,138009,III
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (FOSETYL-AL = 123301),NA,NA,"34,200",FOSETYL-AL,123301,U
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (MEFENOXAM = 113502),NA,NA,"9,300",MEFENOXAM,113502,
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (MYCLOBUTANIL = 128857),NA,NA,"5,600",MYCLOBUTANIL,128857,II
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (PENTHIOPYRAD = 90112),NA,NA,"7,000",PENTHIOPYRAD,90112,III
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000),NA,NA,"1,400",POLYOXIN D ZINC SALT,230000,
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (POTASSIUM BICARBON. = 73508),NA,NA,"11,300",POTASSIUM BICARBON.,73508,
2019,CALIFORNIA,6, MEASURED IN LB,NA, FUNGICIDE, FUNGICIDE: (PROPICONAZOLE = 122101),NA,NA,"1,600",PROPICONAZOLE,122101,II
